layer_type,stack,thickness,layer_points,xmesh_coeff,EA,IP,E0,Et_CB,Et_VB,Nc,Nv,Nt_CB,Nt_VB,Ncat,Nani,c_max,a_max,mu_n,mu_p,mu_c,mu_a,epp,g0,B,E_UCB,E_UVB,Cn_CB,Cp_CB,Cn_VB,Cp_VB,sn_l,sn_r,sp_l,sp_r,Phi_left,Phi_right,OM,xmesh_type,side,N_ionic_species
active,P3HT,1.50E-05,220,0.7,0,-1.1,-0.55,-0.1,-1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+18,1.00E+18,1.21E+22,1.21E+22,1.00E-03,1.00E-03,1.00E-10,1.00E-14,4.00E+00,2.64E+21,7.70E-13,8.00E-02,8.00E-02,1.10E-11,2.30E-10,5.20E-13,2.60E-10,1.00E+07,1.00E+00,1.00E+00,1.00E+07,-1.00E+00,-1.00E-01,1.00E+00,5.00E+00,1.00E+00,1.00E+00
